"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"Shinella"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	NA	NA	NA	NA	0.96634801392025	0.978897988127007	"No data points have the baseline factor level"	"abundance"	64	18
"Thalassospira"	"Reads"	"Reads"	"Reads"	-0.167228343926887	NA	0.264137894083222	0.530014739880597	NA	0.0067022355573631	0.0233510917519742	"Model may not have converged with 1 eigenvalue close to zero: 3.7e-10"	"abundance"	64	46
"Thalassospira"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	3.79664658244839	NA	2.70134875592415	0.167067885965539	NA	7.43026176862929e-06	8.99317889927201e-05	"Model may not have converged with 1 eigenvalue close to zero: 3.7e-10"	"abundance"	64	46
"Truepera"	"Reads"	"Reads"	"Reads"	-0.468084039692889	NA	0.551249412614857	0.407606291472402	NA	0.0162973469617707	0.0465070632811505	"Model may not have converged with 1 eigenvalue close to zero: 7.8e-10"	"abundance"	64	20
"Truepera"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.3497110066582	NA	1.68188237623735	0.433339997355685	NA	0.00343620429020745	0.0145314181429255	"Model may not have converged with 1 eigenvalue close to zero: 7.8e-10"	"abundance"	64	20
"Turneriella"	"Reads"	"Reads"	"Reads"	NA	NA	NA	NA	NA	0.401324340681815	0.487421604080681	"No data points have the baseline factor level"	"abundance"	64	25
"Turneriella"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	NA	NA	NA	NA	0.948566953496522	0.96874932425927	"No data points have the baseline factor level"	"abundance"	64	25
"Verrucomicrobium"	"Reads"	"Reads"	"Reads"	-0.660415103656182	NA	0.269033678102471	0.0217282286162086	NA	0.0654283411272897	0.125493703473654	"Model may not have converged with 1 eigenvalue close to zero: -1.1e-09"	"abundance"	64	27
"Verrucomicrobium"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	0.270161668181975	NA	0.926856697194907	0.773187485703481	NA	0.0132131579848397	0.039639473954519	"Model may not have converged with 1 eigenvalue close to zero: -1.1e-09"	"abundance"	64	27
"Acidibacter"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.00232674648712439	0.0108891735597422	"All logistic values are the same"	"prevalence"	64	64
"Acidibacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	0.725518245921333	0.778767291493541	"All logistic values are the same"	"prevalence"	64	64
"Acidiphilium"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.0666394039045555	0.126434760921616	"All logistic values are the same"	"prevalence"	64	64
"Acidiphilium"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	0.274633803436656	0.363075197763715	"All logistic values are the same"	"prevalence"	64	64
"Acidobacterium"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.70337096178598	0.761985208601479	"All logistic values are the same"	"prevalence"	64	64
"Acidobacterium"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	0.566957279953054	0.642979015391024	"All logistic values are the same"	"prevalence"	64	64
"Acidocella"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-17.9590202728747	0	143.702298415926	0.90054430344604	NA	0.211888813789886	0.297768648436917	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	63
"Acidothermus"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.0627331045181889	0.121318565762448	"All logistic values are the same"	"prevalence"	64	64
"Acidothermus"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	0.786928353253486	0.834944746824018	"All logistic values are the same"	"prevalence"	64	64
"Acidovorax"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.351813384445606	0.441100049121385	"All logistic values are the same"	"prevalence"	64	64
"Acidovorax"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	0.955607094058688	0.972226347868405	"All logistic values are the same"	"prevalence"	64	64
"Actinoallomurus"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.147997326554293	0.228841681147828	"All logistic values are the same"	"prevalence"	64	64
"Actinoallomurus"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	0.936669855138296	0.962389759955861	"All logistic values are the same"	"prevalence"	64	64
"Actinomycetospora"	"Reads"	"Reads"	"Reads"	54.9537317478952	0	54685.159265962	0.999198196963693	NA	0.713034544371634	0.770077307921365	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	63
"Actinomycetospora"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	49.3137299154826	0	11014103.9916291	0.999996427611019	NA	0.511167371872503	0.592144381278048	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	63
"Actinoplanes"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.0593706200935279	0.116201992950575	"All logistic values are the same"	"prevalence"	64	64
"Actinoplanes"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	7.84234108232889e-12	7.86474777113554e-10	"All logistic values are the same"	"prevalence"	64	64
"Aeromicrobium"	"Reads"	"Reads"	"Reads"	54.9537317478952	0	54685.159265962	0.999198196963693	NA	0.877537591845457	0.915936396685123	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	63
"Aeromicrobium"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	49.3137299154826	0	11014103.9916291	0.999996427611019	NA	0.00199222227751751	0.00964510371598131	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	63
"Afipia"	"Reads"	"Reads"	"Reads"	54.9537317478952	0	54685.159265962	0.999198196963693	NA	0.00401912796997835	0.0160922895835351	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	63
"Afipia"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	49.3137299154826	0	11014103.9916291	0.999996427611019	NA	3.20128293066245e-05	0.000312125085739589	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	63
"Altererythrobacter"	"Reads"	"Reads"	"Reads"	54.9537317478952	0	54685.159265962	0.999198196963693	NA	0.00559437207892332	0.0205615141330061	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	63
"Altererythrobacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	49.3137299154826	0	11014103.9916291	0.999996427611019	NA	2.34031253597617e-10	1.02681212515955e-08	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	63
"Amnibacterium"	"Reads"	"Reads"	"Reads"	933.754723832756	0	9172236.73602458	0.999918773522983	NA	0.165078271609884	0.247667164783548	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	62
"Amnibacterium"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-58.4264596293914	0	18344473.4720492	0.999997458767615	NA	0.333750736780403	0.424443871775078	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	62
"Amycolatopsis"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.221232136591669	0.308144761681253	"pwrssUpdate did not converge in (maxit) iterations"	"prevalence"	64	63
"Amycolatopsis"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	0.216501743403609	0.302757418066402	"pwrssUpdate did not converge in (maxit) iterations"	"prevalence"	64	63
"Anaeromyxobacter"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.052597176650555	0.106649309092972	"All logistic values are the same"	"prevalence"	64	64
"Anaeromyxobacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	0.699166869756311	0.758601456829877	"All logistic values are the same"	"prevalence"	64	64
"Angustibacter"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.658867865766744	0.723826669433888	"All logistic values are the same"	"prevalence"	64	64
"Angustibacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	0.0195709547999169	0.0526391198066731	"All logistic values are the same"	"prevalence"	64	64
"Aquicella"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.000254547782231014	0.00186138065756429	"All logistic values are the same"	"prevalence"	64	64
"Aquicella"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	0.963027330305425	0.976943910223133	"All logistic values are the same"	"prevalence"	64	64
"Arenimonas"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.000932678963437721	0.00524401018779678	"All logistic values are the same"	"prevalence"	64	64
"Arenimonas"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	0.908442541256881	0.940033090386665	"All logistic values are the same"	"prevalence"	64	64
"Arthrobacter"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.0192983571141317	0.0521055642081556	"All logistic values are the same"	"prevalence"	64	64
"Arthrobacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	0.00455544121630491	0.0179658412013823	"All logistic values are the same"	"prevalence"	64	64
"Asticcacaulis"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.00192534367722688	0.00938605042648105	"All logistic values are the same"	"prevalence"	64	64
"Asticcacaulis"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	2.31085647531517e-10	1.02681212515955e-08	"All logistic values are the same"	"prevalence"	64	64
"Bacillus"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.207417396196788	0.294944239586851	"All logistic values are the same"	"prevalence"	64	64
"Bacillus"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	0.00312234657602646	0.0136142068097551	"All logistic values are the same"	"prevalence"	64	64
"Bauldia"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.0470926234184824	0.0986836466858945	"All logistic values are the same"	"prevalence"	64	64
"Bauldia"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	0.199367800953053	0.289165694770751	"All logistic values are the same"	"prevalence"	64	64
"Bdellovibrio"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.0939583073408597	0.162284284905683	"All logistic values are the same"	"prevalence"	64	64
"Bdellovibrio"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	8.28490571857973e-08	1.93866793814766e-06	"All logistic values are the same"	"prevalence"	64	64
"Blastocatella"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.0226809152718421	0.0589703797067894	"All logistic values are the same"	"prevalence"	64	64
"Blastocatella"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	8.85862872720135e-08	2.0060507633856e-06	"All logistic values are the same"	"prevalence"	64	64
"Blastochloris"	"Reads"	"Reads"	"Reads"	141.625856819241	0	8629299.08014089	0.999986904952127	NA	0.0010300243192788	0.00564903962604467	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	61
"Blastochloris"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-37.7590442213079	0	16736421.3744553	0.999998199892454	NA	0.289954712775362	0.37975412009012	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	61
"Blastococcus"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.0594252357111914	0.116201992950575	"All logistic values are the same"	"prevalence"	64	64
"Blastococcus"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	0.0432242909056659	0.0925105250481019	"All logistic values are the same"	"prevalence"	64	64
"Bradyrhizobium"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.319972235714707	0.411392874490337	"All logistic values are the same"	"prevalence"	64	64
"Bradyrhizobium"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	0.184351945756484	0.269614720668857	"All logistic values are the same"	"prevalence"	64	64
"Brevundimonas"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	23.3922967837989	0	37389.2751477865	0.999500810027632	NA	1.45842791093547e-05	0.000167838753028967	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	61
"Bryobacter"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.000502572161013654	0.00326671904658875	"All logistic values are the same"	"prevalence"	64	64
"Bryobacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	0.717751750792537	0.77398115062421	"All logistic values are the same"	"prevalence"	64	64
"Burkholderia"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.598953944784209	0.669531320443494	"All logistic values are the same"	"prevalence"	64	64
"Burkholderia"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	0.00166264984699311	0.00833700137563686	"All logistic values are the same"	"prevalence"	64	64
"Byssovorax"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.161251376929644	0.24343756259056	"All logistic values are the same"	"prevalence"	64	64
"Byssovorax"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	0.0200979089891893	0.0538501225588203	"All logistic values are the same"	"prevalence"	64	64
"Candidatus_Koribacter"	"Reads"	"Reads"	"Reads"	54.9537317478952	0	54685.159265962	0.999198196963693	NA	0.0551581494275524	0.110002900278812	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	63
"Candidatus_Koribacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	49.3137299154826	0	11014103.9916291	0.999996427611019	NA	0.000825368647465114	0.00482840658767092	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	63
"Candidatus_Methylacidiphilum"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.69638315374903	0.756750733640587	"(maxstephalfit) PIRLS step-halvings failed to reduce deviance in pwrssUpdate"	"prevalence"	64	62
"Candidatus_Methylacidiphilum"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	0.203268758512765	0.291213609134614	"(maxstephalfit) PIRLS step-halvings failed to reduce deviance in pwrssUpdate"	"prevalence"	64	62
"Candidatus_Microthrix"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.000240352204319447	0.00179497071736438	"All logistic values are the same"	"prevalence"	64	64
"Candidatus_Microthrix"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	0.00117433708890699	0.00634142028009775	"All logistic values are the same"	"prevalence"	64	64
"Candidatus_Nostocoida"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	8.14513349214692e-08	1.93866793814766e-06	"All logistic values are the same"	"prevalence"	64	64
"Candidatus_Nostocoida"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	5.62893230401874e-06	7.31761199522436e-05	"All logistic values are the same"	"prevalence"	64	64
"Candidatus_Protochlamydia"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.0442392417271451	0.0941089324013813	"All logistic values are the same"	"prevalence"	64	64
"Candidatus_Protochlamydia"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	0.249619540628989	0.336339572978024	"All logistic values are the same"	"prevalence"	64	64
"Candidatus_Solibacter"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.00286216150752435	0.0128743197485075	"All logistic values are the same"	"prevalence"	64	64
"Candidatus_Solibacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	0.37313982739418	0.459551155843358	"All logistic values are the same"	"prevalence"	64	64
"Candidatus_Xiphinematobacter"	"Reads"	"Reads"	"Reads"	54.9537317478952	0	54685.159265962	0.999198196963693	NA	0.986057957868812	0.991708719805023	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	63
"Candidatus_Xiphinematobacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	49.3137299154826	0	11014103.9916291	0.999996427611019	NA	0.359404740788592	0.44734419864112	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	63
"Caulobacter"	"Reads"	"Reads"	"Reads"	54.9537317478952	0	54685.159265962	0.999198196963693	NA	0.00520770752775468	0.019629870554776	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	63
"Caulobacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	49.3137299154826	0	11014103.9916291	0.999996427611019	NA	1.4012702437539e-05	0.000163948618519207	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	63
"Cellulomonas"	"Reads"	"Reads"	"Reads"	54.9537317478952	0	54685.159265962	0.999198196963693	NA	0.405619926965644	0.490939980568763	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	63
"Cellulomonas"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	49.3137299154826	0	11014103.9916291	0.999996427611019	NA	0.0292137049768282	0.069763262069554	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	63
"Chryseobacterium"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	15.6477718683263	0	11.9686697610249	0.191078796917639	NA	9.98653442431014e-09	3.33835579326939e-07	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	62
"Chthoniobacter"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.0889380979571306	0.156870715492225	"All logistic values are the same"	"prevalence"	64	64
"Chthoniobacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	0.104583841246346	0.177238714134561	"All logistic values are the same"	"prevalence"	64	64
"Chthonomonas"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.581222217782468	0.653874995005276	"All logistic values are the same"	"prevalence"	64	64
"Chthonomonas"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	0.389488995300874	0.475515260349936	"All logistic values are the same"	"prevalence"	64	64
"CL500-29_marine_group"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.79833946621826	0.845300611289922	"All logistic values are the same"	"prevalence"	64	64
"CL500-29_marine_group"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	0.000487039827456186	0.00319534541003965	"All logistic values are the same"	"prevalence"	64	64
"Conexibacter"	"Reads"	"Reads"	"Reads"	54.9537317478952	0	54685.159265962	0.999198196963693	NA	0.0437702736387677	0.0933943224754253	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	63
"Conexibacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	49.3137299154826	0	11014103.9916291	0.999996427611019	NA	0.584684315931797	0.655668354287734	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	63
"Crossiella"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.126940489269716	0.205327703841799	"All logistic values are the same"	"prevalence"	64	64
"Crossiella"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	9.84759859805021e-05	0.000822977882837054	"All logistic values are the same"	"prevalence"	64	64
"Cryptosporangium"	"Reads"	"Reads"	"Reads"	933.754723832756	0	9172236.73602458	0.999918773522983	NA	0.156576026102078	0.237400367869674	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	62
"Cryptosporangium"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-58.4264596293914	0	18344473.4720492	0.999997458767615	NA	0.719943021676585	0.775153376099636	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	62
"Dactylosporangium"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.233451039180836	0.320709646780718	"All logistic values are the same"	"prevalence"	64	64
"Dactylosporangium"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	0.0453390038063447	0.0955795215376995	"All logistic values are the same"	"prevalence"	64	64
"Devosia"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.00226994181145671	0.0106946251788095	"All logistic values are the same"	"prevalence"	64	64
"Devosia"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	1.45437205876213e-15	2.04193837050203e-13	"All logistic values are the same"	"prevalence"	64	64
"Dokdonella"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.281317455899625	0.370515673623896	"All logistic values are the same"	"prevalence"	64	64
"Dokdonella"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	0.0525303000123436	0.106649309092972	"All logistic values are the same"	"prevalence"	64	64
"Dongia"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.000810316045862869	0.00478018373273726	"All logistic values are the same"	"prevalence"	64	64
"Dongia"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	3.2529959429873e-06	4.75750656661892e-05	"All logistic values are the same"	"prevalence"	64	64
"Duganella"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.0572882303397825	0.113927302262117	"All logistic values are the same"	"prevalence"	64	64
"Duganella"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	0.621372115491412	0.691288787757482	"All logistic values are the same"	"prevalence"	64	64
"Edaphobacter"	"Reads"	"Reads"	"Reads"	54.9537317478952	0	54685.159265962	0.999198196963693	NA	0.17689831096633	0.260340910478749	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	63
"Edaphobacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	49.3137299154826	0	11014103.9916291	0.999996427611019	NA	0.953909918999586	0.971908219358069	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	63
"Elstera"	"Reads"	"Reads"	"Reads"	54.9537317478952	0	54685.159265962	0.999198196963693	NA	0.0447690557319383	0.0949482692562558	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	63
"Elstera"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	49.3137299154826	0	11014103.9916291	0.999996427611019	NA	8.63204512225286e-05	0.000730083816364038	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	63
"Erythrobacter"	"Reads"	"Reads"	"Reads"	54.9537317478952	0	54685.159265962	0.999198196963693	NA	0.00873359596687101	0.0278681107670157	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	63
"Erythrobacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	49.3137299154826	0	11014103.9916291	0.999996427611019	NA	1.8656500232312e-06	3.04509320951768e-05	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	63
"Ferruginibacter"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.234250940730097	0.321180000766656	"All logistic values are the same"	"prevalence"	64	64
"Ferruginibacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	0.0250748580976794	0.0629754206342529	"All logistic values are the same"	"prevalence"	64	64
"Flavisolibacter"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.0228792965512804	0.0590664086305753	"All logistic values are the same"	"prevalence"	64	64
"Flavisolibacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	NA	0	NA	NA	NA	0.00272358748383837	0.0124153143743801	"All logistic values are the same"	"prevalence"	64	64
"Flavitalea"	"Reads"	"Reads"	"Reads"	54.9537317478952	0	54685.159265962	0.999198196963693	NA	0.0343338847302799	0.0785094041715194	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	63
"Flavitalea"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	49.3137299154826	0	11014103.9916291	0.999996427611019	NA	3.17695334718101e-08	8.57777403738874e-07	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	63
"Flavobacterium"	"Reads"	"Reads"	"Reads"	54.9537317478952	0	54685.159265962	0.999198196963693	NA	0.988746020485183	0.99298956563748	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	63
"Flavobacterium"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	49.3137299154826	0	11014103.9916291	0.999996427611019	NA	4.5909455503088e-06	6.19777649291688e-05	"A large coefficient (>15 in absolute value) or small p-value
                (< 10^-10) was obtained from a feature present in >95% of
                samples. Check this is intended."	"prevalence"	64	63
"Friedmanniella"	"Reads"	"Reads"	"Reads"	NA	0	NA	NA	NA	0.000694186054996094	0.00423755313571529	"All logistic values are the same"	"prevalence"	64	64
